rank,score,priority,sla_hours,owner,product,scanner,title,severity,cve,cwe,endpoint,parameter,epss_score,epss_percentile,epss_trend,kev,kev_date,exploit_available,exploit_source,escalation_potential,package,fixed_version,description,remediation_summary
34,38.3,P4,720,appsec-web,juice_shop,trivy,sanitize-html: insecure global regular expression replacement logic may lead to ReDoS,high,CVE-2022-25887,CWE-1333,Node.js,,,,,False,,False,,0.0,sanitize-html,2.7.1,The package sanitize-html before 2.7.1 are vulnerable to Regular Expression Denial of Service (ReDoS) due to insecure global regular expression replacement logic of HTML comment removal.,"[first_aid] Apply the vendor security patch for CVE-2022-25887; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package sanitize-html from 1.4.2 to 2.7.1 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade sanitize-html from 1.4.2 to 2.7.1"
35,38.3,P4,720,appsec-web,juice_shop,trivy,socket.io: Socket.IO: Denial of Service due to excessive buffering of specially crafted packets,high,CVE-2026-33151,CWE-20,Node.js,,,,,False,,False,,0.0,socket.io-parser,"3.3.5, 3.4.4, 4.2.6","Socket.IO is an open source, real-time, bidirectional, event-based, communication framework. Prior to versions 3.3.5, 3.4.4, and 4.2.6, a specially crafted Socket.IO packet can make the server wait for a large number of binary attachments and buffer them, which can be exploited to make the server run out of memory. This issue has been patched in versions 3.3.5, 3.4.4, and 4.2.6.","[first_aid] Apply the vendor security patch for CVE-2026-33151; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package socket.io-parser from 4.0.5 to 3.3.5, 3.4.4, 4.2.6 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade socket.io-parser from 4.0.5 to 3.3.5, 3.4.4, 4.2.6"
36,38.3,P4,720,appsec-web,juice_shop,trivy,socket.io-parser: Socket.IO: Denial of Service via memory exhaustion from crafted packets,high,CVE-2026-69185,CWE-20,Node.js,,,,,False,,False,,0.0,socket.io-parser,"4.2.7, 3.4.5, 3.3.6","Socket.IO enables bidirectional and low-latency communication for every platform. Prior to 4.2.7, 3.4.5, and 3.3.6, a specially crafted Socket.IO packet can make the server wait for a large number of binary attachments and buffer them, which can be exploited to make the server run out of memory. This vulnerability is fixed in 4.2.7, 3.4.5, and 3.3.6.","[first_aid] Apply the vendor security patch for CVE-2026-69185; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package socket.io-parser from 4.0.5 to 4.2.7, 3.4.5, 3.3.6 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade socket.io-parser from 4.0.5 to 4.2.7, 3.4.5, 3.3.6"
37,38.3,P4,720,appsec-web,juice_shop,trivy,tar: node-tar: Denial of Service via crafted gzip bomb,critical,CVE-2026-59873,CWE-770,Node.js,,,,,False,,False,,0.0,tar,7.5.19,"node-tar is a tar archive manipulation library for Node.js. Prior to 7.5.19, node-tar does not enforce hard upper bounds on total decompressed data, entry counts, or decompression ratio in extraction and parsing paths such as src/extract.ts, allowing a small crafted gzip bomb to exhaust disk space and CPU. This issue is fixed in version 7.5.19.","[first_aid] Apply the vendor security patch for CVE-2026-59873; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package tar from 6.2.1 to 7.5.19 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade tar from 6.2.1 to 7.5.19"
38,38.3,P4,720,appsec-web,juice_shop,trivy,tar: Node-tar: Denial of Service via malformed tar archive header,high,CVE-2026-59874,CWE-835,Node.js,,,,,False,,False,,0.0,tar,7.5.18,"node-tar is a tar archive manipulation library for Node.js. Prior to 7.5.18, tar.replace accepts a checksum-valid tar header with a negative base-256 encoded entry size, causing the archive scanner to make no progress while repeatedly parsing the same header. This issue is fixed in version 7.5.18.","[first_aid] Apply the vendor security patch for CVE-2026-59874; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package tar from 6.2.1 to 7.5.18 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade tar from 6.2.1 to 7.5.18"
39,38.3,P4,720,appsec-web,juice_shop,trivy,node-tar: node-tar: Denial of Service due to incorrect PAX path handling,medium,CVE-2026-59871,CWE-704,Node.js,,,,,False,,False,,0.0,tar,7.5.18,"node-tar is a tar archive manipulation library for Node.js. Prior to 7.5.18, node-tar coerces all-digit PAX path and linkpath values in src/pax.ts to JavaScript numbers, causing downstream path handling such as normalizeWindowsPath(entry.path).split('/') to throw an uncaught TypeError. This issue is fixed in version 7.5.18.","[first_aid] Apply the vendor security patch for CVE-2026-59871; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package tar from 6.2.1 to 7.5.18 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade tar from 6.2.1 to 7.5.18"
40,38.3,P4,720,appsec-web,juice_shop,trivy,undici: undici: Denial of Service due to unbounded memory growth via WebSocket frames,high,CVE-2026-12151,CWE-400,Node.js,,,,,False,,False,,0.0,undici,"6.27.0, 7.28.0, 8.5.0","Impact:
The undici WebSocket client enforces maxPayloadSize on the cumulative byte count of fragments in a message but does not enforce a limit on the number of fragments. A malicious WebSocket server can stream many small or empty continuation frames that each pass per-frame and cumulative-size validation, collectively causing unbounded memory growth in the client process. The result is memory exhaustion and a denial of service.

Affected applications are those using the undici WebSocket client (new WebSocket(...)) or the WebSocketStream API that can be induced to connect to an attacker-controlled or compromised WebSocket endpoint.

All releases starting at undici 6.17.0 are affected.

Patches: Upgrade to undici >= 6.26.0, >= 7.28.0, or >= 8.5.0. Workarounds:
No workaround is available. The fix must be applied through an upgrade.","[first_aid] Apply the vendor security patch for CVE-2026-12151; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package undici from 5.29.0 to 6.27.0, 7.28.0, 8.5.0 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade undici from 5.29.0 to 6.27.0, 7.28.0, 8.5.0"
41,38.3,P4,720,appsec-web,juice_shop,trivy,undici: undici: Denial of Service via unbounded memory consumption during WebSocket permessage-deflate decompression,high,CVE-2026-1526,CWE-409,Node.js,,,,,False,,False,,0.0,undici,"6.24.0, 7.24.0","The undici WebSocket client is vulnerable to a denial-of-service attack via unbounded memory consumption during permessage-deflate decompression. When a WebSocket connection negotiates the permessage-deflate extension, the client decompresses incoming compressed frames without enforcing any limit on the decompressed data size. A malicious WebSocket server can send a small compressed frame (a ""decompression bomb"") that expands to an extremely large size in memory, causing the Node.js process to exhaust available memory and crash or become unresponsive.

The vulnerability exists in the PerMessageDeflate.decompress() method, which accumulates all decompressed chunks in memory and concatenates them into a single Buffer without checking whether the total size exceeds a safe threshold.","[first_aid] Apply the vendor security patch for CVE-2026-1526; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package undici from 5.29.0 to 6.24.0, 7.24.0 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade undici from 5.29.0 to 6.24.0, 7.24.0"
42,38.3,P4,720,appsec-web,juice_shop,trivy,undici: Undici: Denial of Service via invalid WebSocket permessage-deflate extension parameter,high,CVE-2026-2229,CWE-248,Node.js,,,,,False,,False,,0.0,undici,"6.24.0, 7.24.0","ImpactThe undici WebSocket client is vulnerable to a denial-of-service attack due to improper validation of the server_max_window_bits parameter in the permessage-deflate extension. When a WebSocket client connects to a server, it automatically advertises support for permessage-deflate compression. A malicious server can respond with an out-of-range server_max_window_bits value (outside zlib's valid range of 8-15). When the server subsequently sends a compressed frame, the client attempts to create a zlib InflateRaw instance with the invalid windowBits value, causing a synchronous RangeError exception that is not caught, resulting in immediate process termination.

The vulnerability exists because:

  *  The isValidClientWindowBits() function only validates that the value contains ASCII digits, not that it falls within the valid range 8-15
  *  The createInflateRaw() call is not wrapped in a try-catch block
  *  The resulting exception propagates up through the call stack and crashes the Node.js process","[first_aid] Apply the vendor security patch for CVE-2026-2229; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package undici from 5.29.0 to 6.24.0, 7.24.0 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade undici from 5.29.0 to 6.24.0, 7.24.0"
43,38.3,P4,720,appsec-web,juice_shop,trivy,undici: Undici: Denial of Service via excessive decompression steps,medium,CVE-2026-22036,CWE-770,Node.js,,,,,False,,False,,0.0,undici,"7.18.2, 6.23.0","Undici is an HTTP/1.1 client for Node.js. Prior to 7.18.0 and 6.23.0, the number of links in the decompression chain is unbounded and the default maxHeaderSize allows a malicious server to insert thousands compression steps leading to high CPU usage and excessive memory allocation. This vulnerability is fixed in 7.18.0 and 6.23.0.","[first_aid] Apply the vendor security patch for CVE-2026-22036; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package undici from 5.29.0 to 7.18.2, 6.23.0 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade undici from 5.29.0 to 7.18.2, 6.23.0"
44,38.3,P4,720,appsec-web,juice_shop,trivy,uuid: uuid: Out-of-bounds write vulnerability impacts data integrity and confidentiality,medium,CVE-2026-41907,CWE-787,Node.js,,,,,False,,False,,0.0,uuid,"11.1.1, 12.0.1, 13.0.1","uuid is for the creation of RFC9562 (formerly RFC4122) UUIDs. Prior to 14.0.0, v3, v5, and v6 accept external output buffers but do not reject out-of-range writes (small buf or large offset). This allows silent partial writes into caller-provided buffers. This vulnerability is fixed in 14.0.0.","[first_aid] Apply the vendor security patch for CVE-2026-41907; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package uuid from 8.3.2 to 11.1.1, 12.0.1, 13.0.1 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade uuid from 8.3.2 to 11.1.1, 12.0.1, 13.0.1"
45,38.3,P4,720,appsec-web,juice_shop,trivy,nodejs-ws: denial of service when handling a request with many HTTP headers,high,CVE-2024-37890,CWE-476,Node.js,,,,,False,,False,,0.0,ws,"5.2.4, 6.2.3, 7.5.10, 8.17.1","ws is an open source WebSocket client and server for Node.js. A request with a number of headers exceeding theserver.maxHeadersCount threshold could be used to crash a ws server. The vulnerability was fixed in ws@8.17.1 (e55e510) and backported to ws@7.5.10 (22c2876), ws@6.2.3 (eeb76d3), and ws@5.2.4 (4abd8f6). In vulnerable versions of ws, the issue can be mitigated in the following ways: 1. Reduce the maximum allowed length of the request headers using the --max-http-header-size=size and/or the maxHeaderSize options so that no more headers than the server.maxHeadersCount limit can be sent. 2. Set server.maxHeadersCount to 0 so that no limit is applied.","[first_aid] Apply the vendor security patch for CVE-2024-37890; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package ws from 7.4.6 to 5.2.4, 6.2.3, 7.5.10, 8.17.1 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade ws from 7.4.6 to 5.2.4, 6.2.3, 7.5.10, 8.17.1"
46,38.3,P4,720,appsec-web,juice_shop,trivy,ws: ws: Denial of Service via memory exhaustion from small WebSocket fragments,high,CVE-2026-48779,CWE-400,Node.js,,,,,False,,False,,0.0,ws,"5.2.5, 6.2.4, 7.5.11, 8.21.0","ws is an open source WebSocket client and server for Node.js. All versions from 1.1.0 up to (but not including) 5.2.5, from 6.0.0 up to 6.2.4, from 7.0.0 up to 7.5.11, and from 8.0.0 up to 8.21.0 are affected by a memory exhaustion DoS vulnerability. A peer can send a high volume of exceptionally small fragments and data chunks, with modest network traffic, to force the remote peer into allocating and holding structural wrappers that consume far more memory than the default documented message-size limit, leading to process termination due to OOM. This issue has been fixed in versions 5.2.5, 6.2.4, 7.5.11, and 8.21.0.","[first_aid] Apply the vendor security patch for CVE-2026-48779; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package ws from 7.4.6 to 5.2.5, 6.2.4, 7.5.11, 8.21.0 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade ws from 7.4.6 to 5.2.5, 6.2.4, 7.5.11, 8.21.0"
